OID,N,N_study,Source,BASE,X,Y,Precise,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Sample_met,Occurrence,Sample_yea,Sampling_e,Sampling_1,ID_Todo,TRAITS,BodyMass_k,DielActivi,HomeRange_,Locomotion,TrophicGui,Brain_size,Canine_Dim,MeanGroupS,Interbirth,Gestation,WeaningAge,MaxLongevi,LitterSz,AdultSexRa,Social_Sys,Mating_Sys,FOREST,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new
-1,16733,259,Karere et al. 2004,Richness,40.16974167,-2.111830556,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,8,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1304,75,75
-1,16734,259,Karere et al. 2004,Richness,40.17032778,-2.229788889,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,5,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1305,75,75
-1,16735,259,Karere et al. 2004,Richness,40.1717,-2.051125,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,16,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1306,75,75
-1,16736,259,Karere et al. 2004,Richness,40.17187222,-2.299697222,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,4,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1307,75,75
-1,16737,259,Karere et al. 2004,Richness,40.17232222,-2.11875,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,3,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1308,75,75
-1,16738,259,Karere et al. 2004,Richness,40.17236111,-2.027463889,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,5.8,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1309,75,75
-1,16739,259,Karere et al. 2004,Richness,40.17264444,-2.223127778,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,16,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1310,75,75
-1,16740,259,Karere et al. 2004,Richness,40.17271944,-2.203344444,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,6,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1311,75,75
-1,16741,259,Karere et al. 2004,Richness,40.17284167,-2.198052778,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,13.5,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1312,75,75
-1,16742,259,Karere et al. 2004,Richness,40.17324444,-2.063794444,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,9,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1313,75,75
-1,16743,259,Karere et al. 2004,Richness,40.17379722,-2.166736111,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,2,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1314,75,75
-1,16744,259,Karere et al. 2004,Richness,40.17386389,-2.231961111,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,2.5,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1315,75,75
-1,16745,259,Karere et al. 2004,Richness,40.17413333,-2.143227778,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,14.3,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1316,75,75
-1,16746,259,Karere et al. 2004,Richness,40.17646944,-2.149363889,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,4,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1317,75,75
-1,16747,259,Karere et al. 2004,Richness,40.176975,-2.245013889,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,46,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1318,75,75
-1,16748,259,Karere et al. 2004,Richness,40.17755833,-2.181191667,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,4.5,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1319,75,75
-1,16749,259,Karere et al. 2004,Richness,40.17772222,-2.225783333,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,1.25,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1320,75,75
-1,16750,259,Karere et al. 2004,Richness,40.17820556,-2.234175,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,0,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1321,75,75
-1,16751,259,Karere et al. 2004,Richness,40.17892778,-2.140461111,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,4,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1322,75,75
-1,16752,259,Karere et al. 2004,Richness,40.18052222,-2.093691667,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,8,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1323,75,75
-1,16753,259,Karere et al. 2004,Richness,40.18180833,-2.197941667,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,32,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1324,75,75
-1,16754,259,Karere et al. 2004,Richness,40.18913611,-2.155294444,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,18,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1325,75,75
-1,16755,259,Karere et al. 2004,Richness,40.1894,-2.318491667,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,11.2,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1326,75,75
-1,16756,259,Karere et al. 2004,Richness,40.19071111,-2.240055556,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,18,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1327,75,75
-1,16757,259,Karere et al. 2004,Richness,40.196825,-2.205822222,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,4,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1328,75,75
-1,16758,259,Karere et al. 2004,Richness,40.21157222,-2.259636111,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,16.7,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1329,75,75
-1,16759,259,Karere et al. 2004,Richness,40.21401944,-2.284775,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,1,2001,5,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1330,75,75
-1,16760,259,Karere et al. 2004,Richness,40.22609444,-2.289711111,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,1,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1331,75,75
-1,16761,259,Karere et al. 2004,Richness,40.227775,-2.295294444,Precise,Kenya,Africa,Cercopithecidae,Procolobus,Procolobus rufomitratus,Piliocolobus_rufomitratus,quadrat census,0,2001,3.3,man-hours,NA,NA,9,D,14.25,AR,Folivore,NA,NA,NA,NA,195,NA,NA,NA,5.96,Polygyndry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Piliocolobus rufomitratus,Critically Endangered,113,a,Piliocolobus_rufomitratus_a,1332,75,75
-1,16928,13,de Thoisy et al. 2010,Richness,-53.917251,4.767957,Precise,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,line/belt transects,1,2001,100,kilometer,NA,NA,1.76,D,48.36,AR,Frugivore,32.26,1.174,4.4,448.03,158,113.15,248.4,1.01,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1333,75,75
-1,16930,13,de Thoisy et al. 2010,Richness,-52.569916,4.899048,Precise,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,line/belt transects,1,2001,100,kilometer,NA,NA,1.76,D,48.36,AR,Frugivore,32.26,1.174,4.4,448.03,158,113.15,248.4,1.01,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1334,75,75
-1,16932,13,de Thoisy et al. 2010,Richness,-52.802106,5.174982,Precise,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,line/belt transects,1,2001,100,kilometer,NA,NA,1.76,D,48.36,AR,Frugivore,32.26,1.174,4.4,448.03,158,113.15,248.4,1.01,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1335,75,75
-1,16933,13,de Thoisy et al. 2010,Richness,-53.941681,5.202246,Precise,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,line/belt transects,1,2001,100,kilometer,NA,NA,1.76,D,48.36,AR,Frugivore,32.26,1.174,4.4,448.03,158,113.15,248.4,1.01,NA,Polygyndry,Polygyndry,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1336,75,75
-1,17528,16,Ancrenaz et al. 2004,Ocurrencias,117.9911,5.404611,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,625,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1337,75,75
-1,17529,16,Ancrenaz et al. 2004,Ocurrencias,117.9783,5.403667,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1324,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1338,75,75
-1,17530,16,Ancrenaz et al. 2004,Ocurrencias,117.9788,5.411222,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1128,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1339,75,75
-1,17531,16,Ancrenaz et al. 2004,Ocurrencias,118.0138,5.398306,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,290,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1340,75,75
-1,17532,16,Ancrenaz et al. 2004,Ocurrencias,118.0098,5.405,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,400,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1341,75,75
-1,17533,16,Ancrenaz et al. 2004,Ocurrencias,117.9854,5.411722,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1575,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1342,75,75
-1,17534,16,Ancrenaz et al. 2004,Ocurrencias,117.9989,5.406139,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,781,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1343,75,75
-1,17535,16,Ancrenaz et al. 2004,Ocurrencias,117.9899,5.405417,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1000,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1344,75,75
-1,17536,16,Ancrenaz et al. 2004,Ocurrencias,117.9133,5.500278,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,862,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1345,75,75
-1,17538,16,Ancrenaz et al. 2004,Ocurrencias,117.7991,5.463194,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,318,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1346,75,75
-1,17539,16,Ancrenaz et al. 2004,Ocurrencias,117.8131,5.483361,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1314,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1347,75,75
-1,17540,16,Ancrenaz et al. 2004,Ocurrencias,117.8255,5.482722,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1550,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1348,75,75
-1,17541,16,Ancrenaz et al. 2004,Ocurrencias,117.8642,5.479167,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,0,2001,500,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1349,75,75
-1,17542,16,Ancrenaz et al. 2004,Ocurrencias,117.8493,5.477167,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,700,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1350,75,75
-1,17543,16,Ancrenaz et al. 2004,Ocurrencias,117.7989,5.46825,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1614,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1351,75,75
-1,17544,16,Ancrenaz et al. 2004,Ocurrencias,117.7887,5.458917,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,900,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1352,75,75
-1,17545,16,Ancrenaz et al. 2004,Ocurrencias,117.7929,5.451722,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1145,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1353,75,75
-1,17546,16,Ancrenaz et al. 2004,Ocurrencias,117.7144,5.437083,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1000,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1354,75,75
-1,17547,16,Ancrenaz et al. 2004,Ocurrencias,117.6907,5.46275,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,520,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1355,75,75
-1,17548,16,Ancrenaz et al. 2004,Ocurrencias,117.6929,5.4515,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,1200,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1356,75,75
-1,17549,16,Ancrenaz et al. 2004,Ocurrencias,117.6993,5.441583,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,2721,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1357,75,75
-1,17550,16,Ancrenaz et al. 2004,Ocurrencias,117.6931,5.440222,Precise,Malaysia,Asia,Hominidae,Pongo,Pongo pygmaeus,Pongo_pygmaeus,line/belt transects,1,2001,930,meter,NA,NA,57.15,D,435.8333333,AR,Frugivore,377.38,1.693,2,2007.5,249,1088.8,720,1.07,1,Solitary,Spatial Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Pongo pygmaeus,Critically Endangered,125,a,Pongo_pygmaeus_a,1358,75,75
