"OID","N","N_study","Source","BASE","X","Y","Precise","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","ID_Todo","TRAITS","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","redlistCategory","species_number","Source_grp","Dataset","row_id","CC","CC_new","nearpatch_ID","metric","treecover","near_p_dist","patch_area","dataset_row_id","row_id_2","row_id_3"
-1,1702,6,"Benchimol & Venticinque 2014","Richness",-59.68722222,-1.831388889,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Line transect and boat census",1,2008,0,NA,NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"a","Alouatta_macconnelli_a",3683,75,75,91,"area",1,0,116.1436143,16,268,207
-1,1699,6,"Benchimol & Venticinque 2014","Richness",-59.63777778,-1.791111111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Line transect and boat census",1,2008,0,NA,NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"a","Alouatta_macconnelli_a",3680,75,75,83,"area",1,0,137.6616948,13,269,208
-1,1706,6,"Benchimol & Venticinque 2014","Richness",-59.78472222,-1.702777778,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Line transect and boat census",1,2008,0,NA,NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"a","Alouatta_macconnelli_a",3687,75,75,141,"area",1,0,226.1649296,20,270,209
-1,1704,6,"Benchimol & Venticinque 2014","Richness",-59.70333333,-1.741666667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Line transect and boat census",1,2008,0,NA,NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"a","Alouatta_macconnelli_a",3685,75,75,88,"area",1,0,844.5171337,18,271,210
-1,1687,6,"Benchimol & Venticinque 2014","Richness",-59.71666667,-1.671111111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Line transect and boat census",1,2008,0,NA,NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"a","Alouatta_macconnelli_a",3668,75,75,116,"area",1,0,948.3261161,1,272,211
-1,1772,438,"de Souza 2009","Richness",-59.38103611,-1.855925,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,4,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3705,75,75,1,"area",0,30.00586477,2.881126145,18,277,212
-1,1764,438,"de Souza 2009","Richness",-59.63263889,-1.829666667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",0,2008,4,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3697,75,75,125,"area",1,0,4.051583642,10,278,213
-1,1762,438,"de Souza 2009","Richness",-59.59533333,-1.836194444,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,4,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3695,75,75,87,"area",1,0,9.183589588,8,279,214
-1,1757,438,"de Souza 2009","Richness",-59.4295,-1.827722222,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",0,2008,8,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3691,75,75,77,"area",1,0,13.32520842,4,280,215
-1,1769,438,"de Souza 2009","Richness",-59.68769444,-1.783361111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,8,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3702,75,75,113,"area",1,0,15.21594745,15,281,216
-1,1759,438,"de Souza 2009","Richness",-59.44772222,-1.789694444,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,8,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3693,75,75,101,"area",1,0,22.32872762,6,282,217
-1,1766,438,"de Souza 2009","Richness",-59.65505556,-1.877333333,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,12,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3699,75,75,117,"area",1,0,58.34280444,12,283,218
-1,1756,438,"de Souza 2009","Richness",-59.41552778,-1.798555556,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,16,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3690,75,75,120,"area",1,0,91.92593107,3,284,219
-1,1767,438,"de Souza 2009","Richness",-59.66280556,-1.678219444,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,12,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3700,75,75,67,"area",1,0,103.3604005,13,285,220
-1,1768,438,"de Souza 2009","Richness",-59.68719444,-1.831416667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,12,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3701,75,75,91,"area",1,0,116.1453977,14,286,221
-1,1765,438,"de Souza 2009","Richness",-59.63788889,-1.791,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,12,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3698,75,75,83,"area",1,0,137.6638086,11,287,222
-1,1755,438,"de Souza 2009","Richness",-59.78480556,-1.702861111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,16,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3689,75,75,143,"area",1,0,226.1684024,2,288,223
-1,1770,438,"de Souza 2009","Richness",-59.70322222,-1.741694444,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,20,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3703,75,75,88,"area",1,0,844.5301013,16,289,224
-1,1754,438,"de Souza 2009","Richness",-59.71677778,-1.671083333,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta macconnelli","Alouatta_macconnelli","Linear transect",1,2008,16,"km",NA,NA,6.37,"D",25.81,"AR","Folivore",NA,NA,5,504.9,190,NA,NA,1,NA,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta macconnelli","Least Concern",5,"c","Alouatta_macconnelli_c",3688,75,75,116,"area",1,0,948.3406777,1,290,225
-1,1901,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.13532222,18.60988056,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5713,75,75,2,"area",0,30.8243387,0.475069928,55,295,226
-1,1884,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12286944,18.627075,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5696,75,75,1,"area",0,43.59219785,0.570083914,38,296,227
-1,1852,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.05951389,18.60282778,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5664,75,75,66,"area",0,30.8243387,0.6650979,6,297,228
-1,1898,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.14632778,18.60856389,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5710,75,75,1,"area",0,30.8243387,0.6650979,52,298,229
-1,1861,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.07906944,18.61620556,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5673,75,75,1,"area",0,30.8243387,0.6650979,15,299,230
-1,1860,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.07665556,18.61883333,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5672,75,75,1,"area",0,174.3687914,0.855125871,14,300,231
-1,1858,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.07678889,18.61055556,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5670,75,75,549,"area",1,0,0.950139857,12,301,232
-1,1876,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12129722,18.62261389,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5688,75,75,533,"area",1,0,1.045153842,30,302,233
-1,1867,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.100525,18.63611389,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5679,75,75,441,"area",1,0,1.330195799,21,303,234
-1,1902,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.13863611,18.60176944,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5714,75,75,456,"area",1,0,1.615237756,56,304,235
-1,1888,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.14132778,18.62613056,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5700,75,75,481,"area",1,0,1.900279713,42,305,236
-1,1896,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.15303889,18.61273889,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5708,75,75,416,"area",1,0,1.995293699,50,306,237
-1,1875,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.11781944,18.62853611,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5687,75,75,509,"area",1,0,2.090307684,29,307,238
-1,1899,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.14345,18.60714167,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5711,75,75,430,"area",1,0,2.18532167,53,308,239
-1,1859,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.07507778,18.62049444,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5671,75,75,1,"area",0,30.8243387,2.280335656,13,309,240
-1,1889,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12473611,18.62238889,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5701,75,75,533,"area",1,0,2.375349641,43,310,241
-1,1891,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.13038611,18.62217778,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5703,75,75,2,"area",0,30.8243387,2.470363627,45,311,242
-1,1890,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12708611,18.62277222,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5702,75,75,538,"area",1,0,2.565377613,44,312,243
-1,1887,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.1348,18.63214444,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5699,75,75,509,"area",1,0,2.565377613,41,313,244
-1,1886,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.13866389,18.63306944,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5698,75,75,490,"area",1,0,4.465657326,40,314,245
-1,1897,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.14712778,18.61173333,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5709,75,75,1,"area",0,309.7807701,4.655685297,51,315,246
-1,1856,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.07659167,18.59854167,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5668,75,75,614,"area",1,0,5.605825154,10,316,247
-1,1877,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12031667,18.63400833,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5689,75,75,498,"area",1,0,5.985881096,31,317,248
-1,1881,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12895278,18.64128056,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5693,75,75,519,"area",1,0,6.270923053,35,318,249
-1,1864,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.08451944,18.61558056,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5676,75,75,518,"area",1,0,6.460951025,18,319,250
-1,1880,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.13019722,18.64356111,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5692,75,75,494,"area",1,0,6.650978996,34,320,251
-1,1874,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12672222,18.60153333,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5686,75,75,505,"area",1,0,6.650978996,28,321,252
-1,1873,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.11970556,18.59624722,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5685,75,75,508,"area",1,0,7.981174795,27,322,253
-1,1892,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.12952222,18.61579167,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5704,75,75,534,"area",1,0,9.026328637,46,323,254
-1,1865,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.09599167,18.62524444,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",0,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5677,75,75,498,"area",1,0,10.45153842,19,324,255
-1,1894,50,"Galan-Acedo (thesis) 2013","Ocurrencias",-95.14193333,18.61739167,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Fragment sampling",1,2013,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"a","Alouatta_palliata_a",5706,75,75,459,"area",1,0,10.83159436,48,325,256
