"OID","N","N_study","Source","BASE","X","Y","Precise","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","ID_Todo","TRAITS","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","redlistCategory","species_number","Source_grp","Dataset","row_id","nearpatch_ID","metric","treecover","near_p_dist","patch_area","dataset_row_id","row_id_2","row_id_3"
-1,1911,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0731,18.5901,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1847,162,"area",0,43.2732016687804,2.15345548006701,8,376,306
-1,1925,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.101,18.6335,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1861,1,"area",0,43.2732016687804,2.3407124783337,22,377,307
-1,1933,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0633,18.6046,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1869,571,"area",1,0,2.62159797573375,30,378,308
-1,1963,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1251,18.6223,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1899,538,"area",1,0,2.71522647486708,60,379,309
-1,1999,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.791,18.4891,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1935,1,"area",0,30.598774343649,2.71522647486714,96,380,310
-1,1994,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8502,18.5117,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1930,1,"area",0,43.2732016687804,2.80885497400045,91,381,311
-1,1914,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.076,18.6206,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1850,1,"area",0,30.5987743436463,2.99611197226714,11,382,312
-1,1981,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8162,18.4777,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1917,542,"area",1,0,2.99611197226714,78,383,313
-1,2005,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8565,18.5274,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1941,643,"area",1,0,2.99611197226719,102,384,314
-1,2014,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8326,18.5184,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1950,1,"area",0,30.5987743436472,2.99611197226721,111,385,315
-1,1961,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1219,18.6175,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1897,529,"area",1,0,3.08974047140049,58,386,316
-1,1964,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1271,18.6228,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1900,543,"area",1,0,3.08974047140049,61,387,317
-1,2021,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8087,18.4857,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1957,486,"area",1,0,3.08974047140054,118,388,318
-1,1984,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.7839,18.4905,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1920,1,"area",0,43.273201668781,3.08974047140056,81,389,319
-1,1965,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1228,18.6268,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1901,1,"area",0,30.5987743436463,3.27699746966719,62,390,320
-1,1942,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0711,18.5963,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1878,154,"area",0,96.7618205354468,3.93239696360062,39,391,321
-1,1943,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0712,18.6083,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1879,561,"area",1,0,3.93239696360062,40,392,322
-1,1959,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1158,18.5958,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1895,533,"area",1,0,3.93239696360062,56,393,323
-1,2009,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8417,18.5209,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1945,548,"area",1,0,4.49416795840064,106,394,324
-1,2012,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8091,18.5151,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1948,260,"area",1,0,4.68142495666741,109,395,325
-1,1991,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8468,18.515,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1927,632,"area",1,0,4.77505345580076,88,396,326
-1,2003,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.7881,18.4985,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1939,1,"area",0,325.269432963941,5.43045294973415,100,397,327
-1,1968,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1199,18.6331,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1904,495,"area",1,0,5.89859544540089,65,398,328
-1,1951,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0773,18.5989,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1887,620,"area",1,0,5.99222394453424,48,399,329
-1,1917,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0853,18.6153,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1853,523,"area",1,0,6.55399493933437,14,400,330
-1,1947,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0646,18.6087,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1883,506,"area",1,0,6.83488043673436,44,401,331
-1,1996,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8192,18.4723,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1932,523,"area",1,0,6.83488043673436,93,402,332
-1,1988,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8438,18.4875,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1924,700,"area",1,0,6.92850893586787,85,403,333
-1,1955,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1267,18.6016,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1891,507,"area",1,0,7.39665143153451,52,404,334
-1,1956,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1199,18.5965,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1892,521,"area",1,0,7.67753692893449,53,405,335
-1,1932,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0543,18.5989,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1868,565,"area",1,0,7.86479392720125,29,406,336
-1,2001,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.7803,18.4756,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1937,1,"area",0,43.273201668781,8.05205092546813,98,407,337
-1,1953,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1296,18.6158,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1889,538,"area",1,0,8.98833591680143,50,408,338
-1,1927,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0957,18.627,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1863,479,"area",1,0,12.2653333864685,24,409,339
-1,1952,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0794,18.5938,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1888,669,"area",1,0,13.5761323743355,49,410,340
-1,2017,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8099,18.47,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1953,531,"area",1,0,16.4786158474697,114,411,341
-1,1924,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0986,18.6381,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1860,418,"area",1,0,17.1340153414026,21,412,342
-1,1919,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0825,18.6068,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1855,555,"area",1,0,23.2198677850702,16,413,343
-1,1976,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0854,18.6003,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1912,619,"area",1,0,23.5943817816037,73,414,344
-1,1979,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8068,18.5269,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",0,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1915,1,"area",0,68.4209394605724,23.8752672790042,76,415,345
-1,1948,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.064,18.6177,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1884,419,"area",1,0,57.2070129704757,45,416,346
-1,1967,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1272,18.6323,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1903,517,"area",1,0,62.91835141761,64,417,347
-1,1958,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1098,18.5967,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1894,543,"area",1,0,65.3526923950765,55,418,348
-1,1977,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8335,18.539,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1913,249,"area",1,0,139.225578211292,74,419,349
-1,1972,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.1094,18.6214,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1908,492,"area",1,0,234.445761829904,69,420,350
-1,1974,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-95.0892,18.6244,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1910,442,"area",1,0,318.430525552517,71,421,351
-1,1995,155,"Arroyo-Rodr??√É≠guez et al 2008","Ocurrencias",-94.8552,18.5117,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata mexicana","Alouatta_palliata","Walk surveys",1,2004,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"b","Alouatta_palliata_b",1931,392,"area",1,0,824.211677870857,92,422,352
-1,1811,1,"Galan-Acedo et al","Ocurrencias",-95.19064874,18.62592171,"Precise","Mexico","Neotropics","Atelidae","Alouatta","Alouatta palliata","Alouatta_palliata","Total count",0,2015,0,NA,NA,NA,6.12,"D",40.45,"AR","Folivore",49.88,1.703,12,684.37,186,495.6,300,1.02,2.17,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta palliata","Vulnerable",6,"c","Alouatta_palliata_c",5984,484,"area",1,0,1.89836024916118,3,424,353
