"Dataset","n","simulation_number","patch_comb_number","vars","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","habitat_amount","Cumulative_Occurrence","Source","Realm","Family","Genus","Taxon_ITIS","TaxonNameIUCN","redlistCategory","Occurrence","mean_patch_area_log"
"Ateles_chamek_b",7,21,28,1,89.4485865716079,81.8286764481739,78.1273326294107,89.4485865716079,40.0422578827627,6.44830855434131,260.268685852762,253.820377298421,1.10677398915534,-0.109532714338909,30.9283325707766,"thirty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.95157348242155
"Ateles_chamek_b",3,21,29,1,210.862804851866,217.895589982717,126.162558671895,210.862804851866,115.831583356364,48.0352260424846,458.390629841219,410.355403798734,0.329982829131161,-2.33333333333333,125.802077531754,"thirty_percent",3,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.32399997911257
"Ateles_chamek_b",17,21,34,1,48.1891498613432,32.7798749942834,48.0352260424846,47.2315238168706,47.2470932111443,3.73814988657467,107.0045405032,103.266390616625,0.0740806849543897,-1.35543006991519,7.95028747035139,"forty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.68294926467464
"Ateles_chamek_b",7,21,31,1,87.4860578811562,80.2438960393676,78.1273326294107,87.4860578811562,26.7410234303568,14.2984233161481,260.268685852762,245.970262536614,1.27711082551109,0.193210236211974,30.3293418787268,"thirty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.94193884767686
"Ateles_chamek_b",7,21,37,1,119.353785664206,153.968127419258,82.2392975046428,119.353785664206,66.3676177364814,14.2984233161481,458.390629841219,444.092206525071,1.42917409040208,0.417086887443019,58.1944821402373,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.07683619851664
"Ateles_chamek_b",11,21,38,1,76.2072829149428,48.4190955314575,78.1273326294107,75.7494539515618,44.6145572257766,3.73814988657467,152.79687661374,149.058726727165,-0.125270941716,-1.35445063785488,14.5989065969289,"forty_percent",6,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.88199647762085
"Ateles_chamek_b",17,21,34,1,72.27822751277,64.4045336626424,58.7824069663867,64.3086385487059,47.3856477366898,3.83160363373904,260.268685852762,256.437082219023,1.36992886658422,1.68525990161711,15.6203938270425,"sixty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.85900749376629
"Ateles_chamek_b",8,21,14,1,104.411199019388,146.711164342907,52.9415477686139,104.411199019388,56.6688009482668,12.6162558671895,458.390629841219,445.774373974029,1.67749317765851,1.27999397172988,51.8702295913216,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.01874708306737
"Ateles_chamek_b",17,21,33,1,97.3623127075352,112.799820839734,60.0907594266879,79.5353690866869,67.8917175174863,3.73814988657467,458.390629841219,454.652479954644,1.9747850507008,3.53716043274274,27.3579750513513,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.98839088141132
"Ateles_chamek_b",17,21,34,1,98.0109916584406,100.7250004221,79.9029538255308,80.2705385643798,39.0723762039451,3.73814988657467,458.390629841219,454.652479954644,2.58250548666939,6.7464708018384,24.4294009341589,"eighty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.99127478333457
"Ateles_chamek_b",13,21,35,1,129.145889831373,115.624723935502,105.135465559913,110.615253461823,40.0422578827627,3.73814988657467,458.390629841219,454.652479954644,1.73753556560577,2.31946242704359,32.0685285277554,"eighty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.11108058896881
"Ateles_chamek_b",16,21,36,1,102.337694004179,111.905823775319,79.0151432274708,83.9481660242194,43.7139528097283,3.73814988657467,458.390629841219,454.652479954644,2.06969918577061,3.74086737334995,27.9764559438298,"eighty_percent",13,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.01003562670153
"Ateles_chamek_b",10,21,41,1,105.163501684062,127.510856806966,69.1090460280493,72.3682454604063,35.8856221163855,14.2984233161481,458.390629841219,444.092206525071,2.0538067353973,2.93164599081654,40.3224733909598,"fifty_percent",8,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.02186503860536
"Ateles_chamek_b",7,21,10,1,121.449819707749,155.385517186739,57.8478694947431,121.449819707749,36.1627311674773,3.73814988657467,458.390629841219,454.652479954644,1.35282866734159,0.224931901449371,58.7302051167521,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.08439687443149
"Ateles_chamek_b",8,21,6,1,159.01155080017,141.352403804608,116.583549587548,159.01155080017,77.6598115684716,14.2984233161481,458.390629841219,444.092206525071,1.02418732824831,-0.261719900414402,49.9756216336288,"sixty_percent",6,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.20142867316681
"Ateles_chamek_b",6,21,20,1,139.417415144708,165.848112217667,92.005214083319,139.417415144708,85.4881422618145,3.83160363373904,458.390629841219,454.55902620748,1.03611385617292,-0.611526610118402,67.7072082895214,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.1443170264797
"Ateles_chamek_b",11,21,21,1,75.8759469022692,74.5920325217371,58.7824069663867,63.4031755761805,68.7230446707621,3.73814988657467,260.268685852762,256.530535966187,1.17129526343289,0.633319972288213,22.4903440204172,"forty_percent",6,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.88010412394314
"Ateles_chamek_b",14,21,10,1,90.5633562699259,113.816697714364,59.4365831965373,67.1465173375974,50.3645700359311,3.73814988657467,458.390629841219,454.652479954644,2.32220918065809,4.86684909878348,30.4187919815118,"sixty_percent",8,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.9569525090573
"Ateles_chamek_b",9,21,11,1,141.146309467249,138.025347533697,106.256910525885,141.146309467249,41.7049121893128,3.83160363373904,458.390629841219,454.55902620748,1.25423871871783,0.303865111116746,46.008449177899,"sixty_percent",8,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.1496695271945
"Ateles_chamek_b",6,21,13,1,136.224412116591,162.886633895916,84.4354605630039,136.224412116591,48.979024780472,3.83160363373904,458.390629841219,454.55902620748,1.1717922971012,-0.365084712063962,66.498189827421,"forty_percent",4,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.13425494236017
"Ateles_chamek_b",18,21,58,1,91.5950559707641,100.817834407168,79.0151432274708,74.1555483749247,40.9428622988126,3.83160363373904,458.390629841219,454.55902620748,2.5582641949267,6.84611146401333,23.7629914579502,"eighty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.96187203237349
"Ateles_chamek_b",8,21,15,1,101.782812380391,67.9212575929667,80.1833150670268,101.782812380391,30.7591046711877,57.8478694947431,260.268685852762,202.420816358019,1.49057655251454,0.770090565929153,24.0137909153525,"forty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.00767444677711
"Ateles_chamek_b",17,21,47,1,97.3348263113104,112.845143900784,78.1273326294107,79.4979875878213,60.2712186124623,3.83160363373904,458.390629841219,454.55902620748,1.97013333759323,3.52690441171286,27.3689675082917,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.98826825824031
"Ateles_chamek_b",16,21,48,1,106.362045991445,114.443810710252,81.0711256650868,88.5474254382374,52.6507197074402,3.73814988657467,458.390629841219,454.652479954644,1.79865821241496,2.95066159297509,28.610952677563,"eighty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.02678668287397
"Ateles_chamek_b",18,21,49,1,91.9584872097368,110.577669937619,59.4365831965373,74.5702493779668,56.6688009482668,3.73814988657467,458.390629841219,454.652479954644,2.10147626645639,4.09224389269763,26.063406753566,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.96359181816632
"Ateles_chamek_b",16,21,50,1,101.81201667638,115.682698858842,79.0151432274708,83.3473919353058,65.7441223715248,3.73814988657467,458.390629841219,454.652479954644,1.84333456652803,2.98197513335946,28.9206747147106,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.00779903996783
"Ateles_chamek_b",17,21,51,1,95.7516098887609,112.78801679102,60.0907594266879,77.7099058920762,67.8917175174863,3.73814988657467,458.390629841219,454.652479954644,2.01390319234926,3.65219839105917,27.3551121490185,"eighty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.98114608457202
"Ateles_chamek_b",17,21,17,1,74.2132698069969,62.1843744331712,60.0907594266879,66.507916731974,43.2290119703172,3.73814988657467,260.268685852762,256.530535966187,1.44589238750327,2.14268613426011,15.0819261206425,"sixty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.87048156685171
"Ateles_chamek_b",6,21,33,1,140.009288876748,157.386503188798,85.3232711610639,140.009288876748,34.361522335381,47.1006885708409,458.390629841219,411.289941270378,1.30630879763358,-0.17132834566014,64.252770868912,"forty_percent",4,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.14615684977889
"Ateles_chamek_b",14,21,29,1,87.5995374312847,127.012296674632,42.287820591876,63.688728692516,48.5633612038346,3.73814988657467,458.390629841219,454.652479954644,1.85611661963203,2.49392987742164,33.9454641474114,"sixty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.94250181288531
"Ateles_chamek_b",9,21,17,1,68.2420029293573,42.5475004955931,60.0907594266879,68.2420029293573,67.8917175174863,3.73814988657467,126.162558671895,122.42440878532,-0.169226459131038,-1.58113182435169,14.1825001651977,"thirty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.83405176505868
"Ateles_chamek_b",4,21,18,1,152.516515372246,76.5211395215154,129.526893569813,152.516515372246,46.0001024812381,90.743588496597,260.268685852762,169.525097356165,0.511276659289066,-1.87751778350753,38.2605697607577,"thirty_percent",4,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.18331687415282
"Ateles_chamek_b",18,21,57,1,92.9968621782298,109.892452981735,59.4365831965373,75.7325803583237,56.6688009482668,3.83160363373904,458.390629841219,454.55902620748,2.12529567908674,4.18004127934077,25.9018995682029,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.96846829520265
"Ateles_chamek_b",3,21,19,1,208.495309923702,217.683207669384,107.0045405032,208.495309923702,69.5543718240368,60.0907594266879,458.390629841219,398.299870414531,0.364885915796171,-2.33333333333333,125.67945854598,"thirty_percent",2,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.31909629001882
"Ateles_chamek_b",14,21,59,1,117.745046159447,113.337897928064,85.3232711610639,98.118646710321,38.3796035762071,12.6162558671895,458.390629841219,445.774373974029,1.97019813389268,3.08891407489428,30.2908273559979,"eighty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.07094264428608
"Ateles_chamek_b",6,21,26,1,139.028024531522,162.525472326613,98.8740644998985,139.028024531522,57.9157916781819,3.83160363373904,458.390629841219,454.55902620748,1.13363966876454,-0.417419980983419,66.3507462341715,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.14310235185584
"Ateles_chamek_b",9,21,22,1,137.719672071222,142.071604907572,90.743588496597,137.719672071222,88.6748963493645,14.2984233161481,458.390629841219,444.092206525071,1.17730412396949,0.0741626978016909,47.3572016358574,"sixty_percent",8,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.13899597992119
"Ateles_chamek_b",16,21,23,1,78.1682186437949,64.5484787555165,59.4365831965373,70.4774758972416,56.6688009482668,3.73814988657467,260.268685852762,256.530535966187,1.24993157977131,1.39200906659436,16.1371196888791,"sixty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.89303021504033
"Ateles_chamek_b",17,21,24,1,73.4931262259067,61.6341018048712,60.0907594266879,65.6917540067385,66.7832813131195,3.73814988657467,260.268685852762,256.530535966187,1.40361421094196,2.31435071720679,14.9484654047974,"sixty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.86624672164531
"Ateles_chamek_b",12,21,30,1,70.0825225610112,73.2111653478493,63.0812793359477,57.6983434992798,68.7230446707616,3.73814988657467,260.268685852762,256.530535966187,1.27937338376659,1.02453488489445,21.1342430106335,"forty_percent",8,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.84560972550321
"Ateles_chamek_b",18,21,28,1,70.7081434795283,63.780184974115,58.3151382305649,63.0462341807608,66.5061722620273,3.73814988657467,260.268685852762,256.530535966187,1.32812220639284,1.77417755357946,15.033133766843,"sixty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.84946943451197
"Ateles_chamek_b",19,21,11,1,87.221857813985,108.978596917699,58.7824069663867,70.2992069845836,65.9519541598437,3.73814988657467,458.390629841219,454.652479954644,2.18323590616284,4.5055856446215,25.001404788058,"eighty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.9406253328507
"Ateles_chamek_b",16,21,12,1,103.611001309294,112.706374815345,81.0711256650868,85.4033743729217,43.7139528097283,3.73814988657467,458.390629841219,454.652479954644,1.97190806165972,3.48655564434739,28.1765937038363,"eighty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.01540587079782
"Ateles_chamek_b",14,21,35,1,59.7436455086484,46.4643134314777,52.9415477686139,56.6563342183969,56.6688009482668,3.73814988657467,152.79687661374,149.058726727165,0.490725491264463,-1.03302088965951,12.4181101123049,"forty_percent",9,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.77629171937265
"Ateles_chamek_b",12,21,36,1,69.0545313422032,44.686626182186,68.4548697978987,67.2025895858959,50.7802336125685,3.83160363373904,152.79687661374,148.965272980001,0.278576102449935,-1.07734215066152,12.8999178277306,"forty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.83919218215209
"Ateles_chamek_b",11,21,33,1,112.773185441801,137.085256923438,60.0907594266879,86.4758673760942,69.5543718240368,3.83160363373904,458.390629841219,454.55902620748,1.42488674769317,0.900425024771037,41.3327601367739,"sixty_percent",6,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.05220584788278
"Ateles_chamek_b",18,21,32,1,67.7799260683782,63.3973369365005,58.3151382305649,59.7519895932169,56.6688009482668,3.73814988657467,260.268685852762,256.530535966187,1.46752168113524,2.14854896333959,14.9428956189893,"sixty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.83110109079063
"Ateles_chamek_b",7,21,20,1,88.6208533824377,41.028561945227,79.9029538255308,88.6208533824377,47.2470932111443,47.1006885708409,152.79687661374,105.696188042899,0.331764868529826,-1.71951216756955,15.5073387939542,"thirty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.9475359277933
"Ateles_chamek_b",6,21,5,1,139.744503259783,160.374610173899,94.2481040152639,139.744503259783,21.40667419684,6.44830855434131,458.390629841219,451.942321286878,1.19150989053189,-0.316056224538709,65.4726604373028,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.14533473426226
"Ateles_chamek_b",13,21,6,1,65.1588280229093,43.1875329988233,58.7824069663867,62.5290526481582,34.7771859120185,6.44830855434131,152.79687661374,146.348568059399,0.531590636649748,-0.844955326358713,11.9780665144654,"forty_percent",9,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.81397326428348
"Ateles_chamek_b",9,21,7,1,94.4609708838047,71.9424338713876,79.9029538255308,94.4609708838047,39.0723762039451,6.44830855434131,260.268685852762,253.820377298421,1.10887361031953,0.42175951540649,23.9808112904625,"forty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.97525240500642
"Ateles_chamek_b",12,21,8,1,70.6588206685246,40.2944290989641,69.9968566261093,68.8660662854214,41.0814168243544,6.44830855434131,152.79687661374,146.348568059399,0.336001678287541,-0.782551468368852,11.6319997435646,"forty_percent",8,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.84916638456463
"Ateles_chamek_b",12,21,9,1,68.5716869818542,71.149270730584,47.5679573066627,55.8853408042914,57.0844645249068,3.73814988657467,260.268685852762,256.530535966187,1.48007094889161,1.56448046117854,20.5390253044741,"forty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.83614483399065
"Ateles_chamek_b",10,21,5,1,122.723460776246,137.335444441149,79.0151432274708,95.2994586708624,65.7441223715248,6.44830855434131,458.390629841219,451.942321286878,1.42827372133697,0.762504297490924,43.4292807905541,"sixty_percent",9,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.08892759379228
"Ateles_chamek_b",11,21,26,1,111.753690018189,135.731649832513,60.0907594266879,84.9390724227242,67.8917175174863,6.44830855434131,458.390629841219,451.942321286878,1.49730048445393,1.09141417681161,40.924632242759,"sixty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.04826187209999
"Ateles_chamek_b",9,21,27,1,137.304322083825,143.823546611048,105.135465559913,137.304322083825,70.6628080284039,3.73814988657467,458.390629841219,454.652479954644,1.10639821404143,-0.0145992961390582,47.9411822036826,"sixty_percent",6,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.13768420823174
"Ateles_chamek_b",16,21,13,1,104.089951763511,112.124974584368,81.0711256650868,85.9440710529441,37.894662736803,3.83160363373904,458.390629841219,454.55902620748,2.00195659816956,3.57706960395159,28.031243646092,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.01740880727917
"Ateles_chamek_b",20,21,14,1,83.9635191398251,97.494165492635,59.4365831965373,66.2820701763268,56.6688009482668,3.73814988657467,458.390629841219,454.652479954644,2.74101370356454,7.9746568407889,21.8003581451146,"eighty_percent",13,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.9240906327567
"Ateles_chamek_b",15,21,15,1,111.62115561312,114.572174905898,79.9029538255308,92.5623421914142,48.6326384666032,12.6162558671895,458.390629841219,445.774373974029,1.85792390941883,2.88719310125946,29.5824083566203,"eighty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.04774651445195
"Ateles_chamek_b",11,21,22,1,76.1223249629749,69.6677015120917,58.7824069663867,63.4031755761801,31.5904318244629,6.44830855434131,260.268685852762,253.820377298421,1.53263752910319,1.62152877795597,21.0056023565531,"forty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.88151204423888
"Ateles_chamek_b",15,21,16,1,110.038672161136,115.029311644239,79.9029538255308,91.4121422263143,48.6326384666032,3.83160363373904,458.390629841219,454.55902620748,1.86537910462044,2.90781436221523,29.7004405549227,"eighty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.04154534110904
"Ateles_chamek_b",20,21,5,1,82.8560922359273,97.2333531075651,59.4365831965373,64.734242488917,44.3374481746822,3.73814988657467,458.390629841219,454.652479954644,2.79757855237433,8.21656764997551,21.7420387228756,"eighty_percent",13,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.91832444669829
"Ateles_chamek_b",8,21,16,1,106.128411623533,69.725656498084,81.0711256650868,106.128411623533,24.3855964960743,47.1006885708409,260.268685852762,213.167997281921,1.24947923142673,0.111208659119902,24.6517422662395,"forty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.02583166438709
"Ateles_chamek_b",8,21,13,1,155.577125591879,140.11797271115,93.4537471643654,155.577125591879,58.4007325175906,48.0352260424846,458.390629841219,410.355403798734,1.17174979804892,-0.139911786969117,49.5391843350828,"sixty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.19194574329956
"Ateles_chamek_b",16,21,14,1,78.7698271411653,60.4840263729112,69.9968566261093,71.1583531980103,43.0211801819991,3.83160363373904,260.268685852762,256.437082219023,1.43657845461283,2.42774123828797,15.1210065932278,"sixty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.89635989241967
"Ateles_chamek_b",17,21,15,1,73.78448202589,64.4288029560045,58.7824069663867,66.0219572467195,65.9519541598437,3.73814988657467,260.268685852762,256.530535966187,1.31397224946635,1.55940422802717,15.6262799952773,"sixty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.86796503283698
"Ateles_chamek_b",15,21,16,1,84.7251671792148,112.667983090585,57.8478694947431,62.2114406123407,70.1085899262209,3.73814988657467,458.390629841219,454.652479954644,2.34376531295711,5.14268311445382,29.0907481440409,"sixty_percent",10,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.92801243445765
"Ateles_chamek_b",17,21,10,1,95.6691507000866,101.576897728374,78.1273326294107,77.6164521449119,42.81334839368,3.73814988657467,458.390629841219,454.652479954644,2.57486351315837,6.66077533622957,24.6360163798028,"eighty_percent",12,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.98077191854396
"Ateles_chamek_b",13,21,1,1,98.1336232723666,115.831979843499,79.9029538255308,73.9643929829975,47.2470932111443,3.73814988657467,458.390629841219,454.652479954644,2.2182043484557,4.27378378955119,32.126010974173,"sixty_percent",9,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.99181783408509
"Ateles_chamek_b",9,21,2,1,138.083103310194,138.322628082652,90.743588496597,138.083103310194,23.0000512406224,3.73814988657467,458.390629841219,454.652479954644,1.3091135494132,0.383036493829954,46.1075426942174,"sixty_percent",7,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.14014053891102
"Ateles_chamek_b",18,21,30,1,70.5264278600419,59.6209746416352,59.4365831965373,62.8418041088386,44.3374481746822,3.73814988657467,260.268685852762,256.530535966187,1.59389724738228,3.02444940233204,14.0527984900172,"sixty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.84835188753155
"Ateles_chamek_b",11,21,31,1,115.899638074208,121.253064649643,90.743588496597,90.2970872601476,47.3856477366898,3.83160363373904,458.390629841219,454.55902620748,1.92661431738131,2.88520596929107,36.5591745566883,"sixty_percent",9,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.06408207977188
"Ateles_chamek_b",18,21,18,1,93.9002484008185,111.052817886279,58.9693144607155,76.7547307179337,67.3374994153029,3.73814988657467,458.390629841219,454.652479954644,2.02481184514223,3.82970182590095,26.1754001990876,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.97266674113685
"Ateles_chamek_b",16,21,6,1,104.183405510675,113.954283054093,69.9968566261093,86.0575506030723,56.391691897177,3.73814988657467,458.390629841219,454.652479954644,1.90005436574074,3.16383550945969,28.4885707635233,"eighty_percent",11,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.01779854939464
"Ateles_chamek_b",5,21,21,1,126.293393917925,80.2168718822929,106.256910525885,126.293393917925,29.5121139412744,48.0352260424846,260.268685852762,212.233459810277,0.72553742810425,-1.25413511309604,35.8740756942397,"thirty_percent",5,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,2.10138063432393
"Ateles_chamek_b",13,21,21,1,94.0935458949535,117.057659871348,57.8478694947431,69.1897560824183,39.9037033572159,3.73814988657467,458.390629841219,454.652479954644,2.23419320691804,4.28127508574304,32.4659534501515,"sixty_percent",9,"dos Santos-Filho et al. 2017","Neotropics","Atelidae","Ateles","Ateles_chamek","Ateles chamek","Endangered",1,1.97355983513462
