"OID","N","N_study","Source","BASE","X","Y","Precise","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","ID_Todo","TRAITS","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","redlistCategory","species_number","Source_grp","Dataset","row_id","nearpatch_ID","metric","treecover","near_p_dist","patch_area","dataset_row_id","row_id_2"
-1,181,538,"Fialho et al. 2014","Ocurrencias",-35.98216667,-9.516777778,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3248,1,"area",0,85.6099177299162,138.610809684537,37,11
-1,147,538,"Fialho et al. 2014","Ocurrencias",-35.13152778,-6.570138889,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3214,245,"area",1,0,146.306320598949,3,12
-1,149,538,"Fialho et al. 2014","Ocurrencias",-35.06152778,-6.637666667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3216,745,"area",1,0,266.960938149864,5,13
-1,169,538,"Fialho et al. 2014","Ocurrencias",-34.97588889,-7.51325,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3236,313,"area",1,0,277.221619369077,25,14
-1,159,538,"Fialho et al. 2014","Ocurrencias",-35.15441667,-7.042833333,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3226,312,"area",1,0,307.087530775001,15,15
-1,146,538,"Fialho et al. 2014","Ocurrencias",-34.97116667,-6.557944444,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3213,294,"area",1,0,309.011408503603,2,16
-1,151,538,"Fialho et al. 2014","Ocurrencias",-35.10597222,-6.731888889,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3218,617,"area",1,0,340.892810863299,7,17
-1,173,538,"Fialho et al. 2014","Ocurrencias",-35.013,-7.777611111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3240,445,"area",1,0,387.615555700784,29,18
-1,165,538,"Fialho et al. 2014","Ocurrencias",-34.86075,-7.14575,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3232,349,"area",1,0,500.024982986259,21,19
-1,175,538,"Fialho et al. 2014","Ocurrencias",-35.40391667,-8.712666667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3242,1,"area",0,42.8049588649581,501.399181363836,31,20
-1,167,538,"Fialho et al. 2014","Ocurrencias",-34.92133333,-6.994111111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3234,832,"area",1,0,521.004411550542,23,21
-1,170,538,"Fialho et al. 2014","Ocurrencias",-34.99244444,-7.600861111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3237,226,"area",1,0,710.368947980113,26,22
-1,180,538,"Fialho et al. 2014","Ocurrencias",-36.23536111,-9.757416667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3247,203,"area",1,0,726.309649159966,36,23
-1,164,538,"Fialho et al. 2014","Ocurrencias",-35.08825,-7.192805556,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3231,246,"area",1,0,795.111181263792,20,24
-1,183,538,"Fialho et al. 2014","Ocurrencias",-36.18222222,-10.03508333,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3250,4,"area",0,60.5353533636462,934.271670299361,39,25
-1,184,538,"Fialho et al. 2014","Ocurrencias",-36.29533333,-10.00791667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3251,1,"area",0,95.7147977961294,945.906549896147,40,26
-1,156,538,"Fialho et al. 2014","Ocurrencias",-34.91027778,-6.860277778,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3223,295,"area",1,0,1166.60280933438,12,27
-1,163,538,"Fialho et al. 2014","Ocurrencias",-35.02219444,-7.15275,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3230,131,"area",1,0,1473.14066075835,19,28
-1,145,538,"Fialho et al. 2014","Ocurrencias",-34.97961111,-6.437222222,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3212,133,"area",1,0,1501.35753411119,1,29
-1,178,538,"Fialho et al. 2014","Ocurrencias",-36.06397222,-9.881972222,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3245,289,"area",1,0,1552.01964763104,34,30
-1,152,538,"Fialho et al. 2014","Ocurrencias",-35.10827778,-6.758444444,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3219,489,"area",1,0,1614.8663200987,8,31
-1,166,538,"Fialho et al. 2014","Ocurrencias",-34.95783333,-7.025166667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3233,346,"area",1,0,1977.47146532767,22,32
-1,176,538,"Fialho et al. 2014","Ocurrencias",-35.83636111,-9.262611111,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3243,623,"area",1,0,2442.04213017256,32,33
-1,153,538,"Fialho et al. 2014","Ocurrencias",-35.18247222,-6.726055556,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3220,467,"area",1,0,2907.89538016979,9,34
-1,171,538,"Fialho et al. 2014","Ocurrencias",-35.46830556,-7.608083333,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3238,576,"area",0,30.2676766818231,2983.38467771117,27,35
-1,161,538,"Fialho et al. 2014","Ocurrencias",-35.08883333,-7.05825,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3228,203,"area",1,0,3039.63519796651,17,36
-1,157,538,"Fialho et al. 2014","Ocurrencias",-35.10283333,-6.96225,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",NA,NA,6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul","Vulnerable",2,"a","Alouatta_belzebul_a",3224,461,"area",1,0,3482.21868877017,13,37
-1,330,533,"Aguiar et al. 2007","Richness",-53.30305556,-22.72472222,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",0,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2342,1,"area",0,281.862393589112,0.0968858645363212,16,38
-1,332,533,"Aguiar et al. 2007","Richness",-53.30944444,-22.77527778,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",1,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2344,4,"area",0,44.0195103417384,0.193771729072642,18,39
-1,334,533,"Aguiar et al. 2007","Richness",-53.325,-22.72916667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",0,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2346,1,"area",0,295.291852381143,1.06574450989952,20,40
-1,341,533,"Aguiar et al. 2007","Richness",-53.34805556,-22.75027778,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",1,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2353,1,"area",0,69.6009570826154,1.45328796804482,27,41
-1,336,533,"Aguiar et al. 2007","Richness",-53.32805556,-22.75888889,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",0,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2348,1,"area",0,93.3794828014634,1.64705969711744,22,42
-1,329,533,"Aguiar et al. 2007","Richness",-53.28361111,-22.77666667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",0,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2341,2,"area",0,124.505977068619,2.03460315526272,15,43
-1,327,533,"Aguiar et al. 2007","Richness",-53.27861111,-22.70388889,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",1,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2339,1,"area",0,376.102861226858,5.23183668496134,13,44
-1,315,533,"Aguiar et al. 2007","Richness",-53.07222222,-22.64305556,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",1,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2327,1,"area",0,265.944883597174,5.3287225494976,1,45
-1,323,533,"Aguiar et al. 2007","Richness",-53.22583333,-22.73833333,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",1,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2335,1,"area",0,31.126494267156,13.3702493060128,9,46
-1,316,533,"Aguiar et al. 2007","Richness",-53.07888889,-22.64916667,"Precise","Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya","Line transects/boat trips",1,2006,0,"years, days",NA,NA,5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Alouatta caraya","Near Threatened",3,"a","Alouatta_caraya_a",2328,1,"area",0,31.1264942671542,14.6297655449843,2,47
