"OID","N","N_study","Source","BASE","X","Y","Precise","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","ID_Todo","TRAITS","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","redlistCategory","species_number","Source_grp","Dataset","row_id","nearpatch_ID","metric","treecover","near_p_dist","patch_area","dataset_row_id","row_id_2"
-1,4218,41,"Aquino et al. 2016","Richness",-76.65937082,-4.001406038,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Interview",1,2006,0,NA,NA,NA,45.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"a","Ateles_belzebuth_a",2461,193,"area",1,0,9944.36321782932,6,756
-1,4216,41,"Aquino et al. 2016","Richness",-76.76124821,-4.21877563,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Observation",1,2006,0,NA,NA,NA,43.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"a","Ateles_belzebuth_a",2459,121,"area",1,0,9961.05081257641,4,757
-1,4277,56,"Shanee et al 2013","Richness",-77.98055556,-5.909722222,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Secondary evidence",1,2009,0,NA,NA,NA,79.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4310,11,"area",0,90.5457388196019,3.00612796674198,21,758
-1,4262,56,"Shanee et al 2013","Richness",-76.79111111,-8.651666667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,64.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4295,422,"area",0,30.1819129398655,212.341948196228,6,759
-1,4280,56,"Shanee et al 2013","Richness",-78.32972222,-6.216666667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Secondary evidence",1,2009,0,NA,NA,NA,82.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4313,830,"area",1,0,2086.34390370583,24,760
-1,4281,56,"Shanee et al 2013","Richness",-78.4125,-5.918888889,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,83.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4314,1651,"area",1,0,3572.28206714505,25,761
-1,4261,56,"Shanee et al 2013","Richness",-76.75611111,-7.229444444,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,63.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4294,636,"area",0,30.1819129398664,3984.21269337556,5,762
-1,4259,56,"Shanee et al 2013","Richness",-76.39333333,-9.258055556,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,61.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4292,860,"area",1,0,5735.69216054376,3,763
-1,4272,56,"Shanee et al 2013","Richness",-77.59388889,-5.961944444,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,74.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4305,1743,"area",1,0,5834.62109908563,16,764
-1,4265,56,"Shanee et al 2013","Richness",-76.95444444,-5.962222222,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,67.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4298,1140,"area",1,0,6665.13227098818,9,765
-1,4276,56,"Shanee et al 2013","Richness",-77.91,-5.665555556,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",1,2009,0,NA,NA,NA,78.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4309,866,"area",1,0,6717.14739429159,20,766
-1,4260,56,"Shanee et al 2013","Richness",-76.71861111,-8.411111111,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,62.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4293,1784,"area",1,0,6978.58943261128,4,767
-1,4279,56,"Shanee et al 2013","Richness",-78.25083333,-5.641666667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",1,2009,0,NA,NA,NA,81.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4312,2880,"area",1,0,7956.30978009739,23,768
-1,4271,56,"Shanee et al 2013","Richness",-77.5575,-6.267777778,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,73.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4304,993,"area",1,0,8010.23789392502,15,769
-1,4269,56,"Shanee et al 2013","Richness",-77.3875,-5.894444444,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,71.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4302,808,"area",1,0,8055.05652906552,13,770
-1,4274,56,"Shanee et al 2013","Richness",-77.78666667,-5.795277778,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,76.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4307,3409,"area",1,0,8499.96346814334,18,771
-1,4258,56,"Shanee et al 2013","Richness",-76.28972222,-6.4625,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,60.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4291,666,"area",1,0,8589.14526449002,2,772
-1,4257,56,"Shanee et al 2013","Richness",-77.13555556,-8.117222222,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,59.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4290,1189,"area",1,0,8685.15916985191,1,773
-1,4264,56,"Shanee et al 2013","Richness",-76.90666667,-6.292777778,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,66.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4297,1063,"area",1,0,8709.57257273333,8,774
-1,4270,56,"Shanee et al 2013","Richness",-77.46083333,-7.320555556,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,72.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4303,1629,"area",1,0,8854.77766300566,14,775
-1,4263,56,"Shanee et al 2013","Richness",-76.89027778,-7.238888889,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Secondary evidence",0,2009,0,NA,NA,NA,65.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4296,621,"area",1,0,9156.02812318808,7,776
-1,4273,56,"Shanee et al 2013","Richness",-77.76444444,-5.671666667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,75.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4306,825,"area",1,0,9527.6948536215,17,777
-1,4278,56,"Shanee et al 2013","Richness",-78.20666667,-4.883055556,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,80.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4311,524,"area",1,0,9596.92689164344,22,778
-1,4266,56,"Shanee et al 2013","Richness",-77.08111111,-6.361666667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,68.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4299,466,"area",1,0,9601.75491534772,10,779
-1,4275,56,"Shanee et al 2013","Richness",-77.84833333,-5.575277778,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Secondary evidence",1,2009,0,NA,NA,NA,77.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4308,341,"area",1,0,9831.7692521968,19,780
-1,4268,56,"Shanee et al 2013","Richness",-77.22472222,-6.707777778,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",1,2009,0,NA,NA,NA,70.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4301,145,"area",1,0,9882.50904848393,12,781
-1,4267,56,"Shanee et al 2013","Richness",-77.19972222,-7.044166667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles belzebuth","Ateles_belzebuth","Trails",0,2009,0,NA,NA,NA,69.07,"D",269.9166667,"AR","Frugivore",117.02,NA,22.125,1095,184,NA,336,1.02,2.06,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles belzebuth","Endangered",17,"b","Ateles_belzebuth_b",4300,122,"area",1,0,9930.78928552555,11,782
-1,4363,43,"Aquino et al. 2017","Ocurrencias",-76.56083333,-9.241944444,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek",NA,1,2016,160,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles chamek","Endangered",18,"a","Ateles_chamek_a",6122,1402,"area",1,0,8431.5693312907,4,783
-1,4364,43,"Aquino et al. 2017","Ocurrencias",-75.67138889,-9.738333333,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek",NA,1,2016,213,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles chamek","Endangered",18,"a","Ateles_chamek_a",6123,987,"area",0,30.2247535211627,8453.40283512821,5,784
-1,4360,43,"Aquino et al. 2017","Ocurrencias",-76.83166667,-8.441388889,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek",NA,0,2016,182,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles chamek","Endangered",18,"a","Ateles_chamek_a",6120,599,"area",0,42.7442563490123,8882.03379749286,2,785
-1,4359,43,"Aquino et al. 2017","Ocurrencias",-76.87361111,-8.161666667,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek",NA,0,2016,138,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles chamek","Endangered",18,"a","Ateles_chamek_a",6119,961,"area",1,0,9120.46662182618,1,786
-1,4361,43,"Aquino et al. 2017","Ocurrencias",-76.58166667,-8.476944444,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek",NA,0,2016,106,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles chamek","Endangered",18,"a","Ateles_chamek_a",6121,1069,"area",1,0,9191.08293340076,3,787
-1,4362,43,"Aquino et al. 2017","Ocurrencias",-76.50027778,-8.615555556,"Precise","Peru","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek",NA,0,2015,129,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Ateles chamek","Endangered",18,"a","Ateles_chamek_a",6022,433,"area",1,0,9662.81484674569,1,788
-1,4444,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.41555556,-14.66194444,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,2.6,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",961,111,"area",1,0,3.08397365642411,28,789
-1,4445,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.42166667,-14.65666667,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,2.3,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",962,1,"area",0,30.5702056199107,3.08397365642411,29,790
-1,4443,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.43361111,-14.65944444,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,2.7,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",960,94,"area",1,0,5.04650234687581,27,791
-1,4442,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.42666667,-14.66527778,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,1.8,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",959,1,"area",0,30.5702056199107,9.15846722210795,26,792
-1,4441,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.44,-14.63777778,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,2.1,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",958,90,"area",1,0,11.6817183955459,25,793
-1,4418,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.83833333,-14.61,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,4.9,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",935,194,"area",1,0,26.0735954588583,2,794
-1,4420,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.4125,-14.63583333,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,3.5,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",937,106,"area",1,0,28.2230316436391,4,795
-1,4446,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.96305556,-15.59916667,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,5.6,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",963,3,"area",0,30.5702056199107,30.7462828170767,30,796
-1,4434,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.98472222,-15.60972222,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,6.3,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",951,2,"area",0,43.2327993922125,44.2970761559099,18,797
-1,4440,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.41833333,-14.62194444,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,3.5,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",957,93,"area",1,0,44.8577986388961,24,798
-1,4435,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.57972222,-15.44,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,6.5,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",952,1,"area",0,61.1404112398222,49.9043009857719,19,799
-1,4429,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.43611111,-15.38416667,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,10.3,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",946,34,"area",1,0,54.2966271024971,13,800
-1,4437,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.57972222,-15.4475,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,4.9,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",954,1,"area",0,68.3570578522676,59.0627682078798,21,801
-1,4425,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.51138889,-15.32388889,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,15.4,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",942,1,"area",0,30.5702056199107,76.9124339162712,9,802
-1,4427,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.45138889,-15.33333333,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,7.7,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",944,1,"area",0,68.3570578522676,79.8095000783693,11,803
-1,4428,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.53444444,-15.27916667,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,6.1,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",945,1,"area",0,30.5702056199116,81.5851212744894,12,804
-1,4419,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.87694444,-14.5675,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,12.6,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",936,215,"area",1,0,88.3137910703267,3,805
-1,4447,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.96888889,-15.60916667,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",0,2001,6.1,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",964,2,"area",0,30.5702056199116,91.1174034852577,31,806
-1,4431,280,"dos Santos-Filho et al. 2017","Ocurrencias",-58.41277778,-15.38444444,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,10.5,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",948,21,"area",1,0,99.9955094658725,15,807
-1,4422,280,"dos Santos-Filho et al. 2017","Ocurrencias",-57.90277778,-14.66444444,"Precise","Brasil","Neotropics","Atelidae","Ateles","Ateles chamek","Ateles_chamek","Line transects",1,2001,7.7,"km",NA,NA,9.37,"D",192,"AR","Frugivore",NA,NA,38.5,1049.37,229,714.8,NA,1,NA,"Polygyndry","Polygyndry",NA,"Tropical and Subtropical Dry Broadleaf Forest","Ateles chamek","Endangered",18,"b","Ateles_chamek_b",939,126,"area",1,0,103.827113099612,6,808
