"OID","N","N_study","Source","BASE","X","Y","Precise","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","ID_Todo","TRAITS","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","redlistCategory","species_number","Source_grp","Dataset","row_id","nearpatch_ID","metric","treecover","near_p_dist","patch_area","dataset_row_id","row_id_2"
-1,6721,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.05888889,-16.04222222,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",543,96,"area",1,0,465.967927474819,7,1209
-1,6730,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.35944444,-16.14166667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",552,202,"area",1,0,623.989405575896,16,1210
-1,6733,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.49805556,-16.39611111,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",555,389,"area",1,0,1066.87763542467,19,1211
-1,6719,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.02916667,-16.05666667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",541,36,"area",0,43.1423914217405,1202.09860579034,5,1212
-1,6748,569,"Rodrigues de Melo 2004 (thesis)","Richness",-41.37138889,-16.01944444,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",570,378,"area",1,0,1406.2794791436,34,1213
-1,6737,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.73333333,-16.62416667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",559,288,"area",1,0,2947.87299194974,23,1214
-1,6736,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.68777778,-16.33666667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",558,545,"area",1,0,2950.01344777783,22,1215
-1,6734,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.54861111,-15.79555556,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",556,858,"area",1,0,3074.53213900251,20,1216
-1,6744,569,"Rodrigues de Melo 2004 (thesis)","Richness",-41.10083333,-16.48666667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",566,308,"area",0,96.4693199309155,3663.99506143621,30,1217
-1,6732,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.48,-15.96138889,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",554,705,"area",1,0,4357.40968648411,18,1218
-1,6739,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.83638889,-16.71166667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",561,637,"area",1,0,4393.89049886081,25,1219
-1,6716,569,"Rodrigues de Melo 2004 (thesis)","Richness",-39.995,-16.31472222,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",538,482,"area",1,0,6520.85214903765,2,1220
-1,6740,569,"Rodrigues de Melo 2004 (thesis)","Richness",-40.85055556,-16.04916667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",562,474,"area",1,0,6987.65764618437,26,1221
-1,6745,569,"Rodrigues de Melo 2004 (thesis)","Richness",-41.13166667,-15.83166667,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",1,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",567,436,"area",0,30.506277530917,7071.78686656361,31,1222
-1,6743,569,"Rodrigues de Melo 2004 (thesis)","Richness",-41.0275,-16.13833333,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",1,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",565,336,"area",1,0,7782.13901164355,29,1223
-1,6742,569,"Rodrigues de Melo 2004 (thesis)","Richness",-41.01166667,-16.34138889,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Flights, pre.existing trails, playbacks",0,2000,0,"complete days",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"b","Callithrix_penicillata_b",564,515,"area",1,0,8741.24934928155,28,1224
-1,1,1,"Sales et al 2016","Ocurrencias",-44.91472748,-21.17337419,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5825,1,"area",0,225.005580621709,0.0973605986748316,17,1225
-1,1,1,"Sales et al 2016","Ocurrencias",-44.92260628,-21.19399687,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5824,1,"area",0,31.2026599306582,0.778884789398653,16,1226
-1,1,1,"Sales et al 2016","Ocurrencias",-44.88295218,-21.26556145,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical and Subtropical Grasslands Savannas and Shrublands","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5833,1,"area",0,62.4053198613137,1.16832718409791,25,1227
-1,1,1,"Sales et al 2016","Ocurrencias",-44.97450542,-21.14802215,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5817,1,"area",0,31.2026599306582,1.36304838144764,9,1228
-1,1,1,"Sales et al 2016","Ocurrencias",-44.87831982,-21.17834852,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5820,1,"area",0,44.1272248560524,1.75249077614697,12,1229
-1,1,1,"Sales et al 2016","Ocurrencias",-44.83613826,-21.17538542,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5821,1,"area",0,69.7712686837582,2.14193317084618,13,1230
-1,1,1,"Sales et al 2016","Ocurrencias",-44.89937493,-21.21214583,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5830,1,"area",0,31.2026599306582,2.23929376952111,22,1231
-1,1,1,"Sales et al 2016","Ocurrencias",-44.98707161,-21.29223782,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical and Subtropical Grasslands Savannas and Shrublands","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5819,1,"area",0,44.1272248560524,6.81524190723821,11,1232
-1,1,1,"Sales et al 2016","Ocurrencias",-44.96663948,-21.30614038,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical and Subtropical Grasslands Savannas and Shrublands","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5814,210,"area",1,0,7.3994054992872,6,1233
-1,1,1,"Sales et al 2016","Ocurrencias",-44.88617737,-21.23300923,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5813,1,"area",0,44.1272248560524,11.2938294462804,5,1234
-1,1,1,"Sales et al 2016","Ocurrencias",-44.83215127,-21.14017036,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5822,380,"area",1,0,11.6832718409798,14,1235
-1,1,1,"Sales et al 2016","Ocurrencias",-44.86502285,-21.16022235,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5818,285,"area",1,0,12.8515990250771,10,1236
-1,1,1,"Sales et al 2016","Ocurrencias",-44.97398353,-21.21336649,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5827,177,"area",1,0,14.6040898012247,19,1237
-1,1,1,"Sales et al 2016","Ocurrencias",-44.95719619,-21.18649168,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5815,233,"area",1,0,16.3565805773708,7,1238
-1,1,1,"Sales et al 2016","Ocurrencias",-44.84729656,-21.15367465,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5809,2,"area",0,62.4053198613137,28.6240160103986,1,1239
-1,1,1,"Sales et al 2016","Ocurrencias",-44.8238165,-21.23297371,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5829,353,"area",1,0,29.0134584050982,21,1240
-1,1,1,"Sales et al 2016","Ocurrencias",-44.94639356,-21.11434929,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5832,298,"area",1,0,32.226358161369,24,1241
-1,1,1,"Sales et al 2016","Ocurrencias",-44.81286817,-21.21827041,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5828,355,"area",1,0,33.589406542815,20,1242
-1,1,1,"Sales et al 2016","Ocurrencias",-44.92848899,-21.22222612,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5812,247,"area",1,0,46.7330873639192,4,1243
-1,1,1,"Sales et al 2016","Ocurrencias",-44.94300431,-21.08841619,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5826,307,"area",1,0,72.4362854140707,18,1244
-1,1,1,"Sales et al 2016","Ocurrencias",-44.94899586,-21.16366584,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5831,232,"area",1,0,88.5007841954219,23,1245
-1,1,1,"Sales et al 2016","Ocurrencias",-44.81925023,-21.12855553,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5816,1,"area",0,31.2026599306582,129.100153842826,8,1246
-1,1,1,"Sales et al 2016","Ocurrencias",-44.93324174,-21.06716099,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",0,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5810,365,"area",1,0,192.676624777492,2,1247
-1,1,1,"Sales et al 2016","Ocurrencias",-44.78038782,-21.22952548,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5811,342,"area",1,0,221.10591959053,3,1248
-1,1,1,"Sales et al 2016","Ocurrencias",-44.96965266,-21.32898221,"Precise","Brazil","Neotropics","Callitrichidae","Callithrix","Callithrix penicillata","Callithrix_penicillata","Playback",1,2013,3,"days per patch",NA,NA,0.33,"D",7.433333333,"AR","Gummivore",7.32,1.08,8,NA,150,243.4,184.8,2,0.67,"Pair","Monogamy",NA,"Tropical and Subtropical Grasslands Savannas and Shrublands","Callithrix penicillata","Least Concern",35,"c","Callithrix_penicillata_c",5823,1,"area",0,31.2026599306582,366.367932813388,15,1249
-1,6985,56,"Shanee et al 2013","Richness",-76.79111111,-8.651666667,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4321,446,"area",0,30.1819129398655,3935.29479282585,6,1250
-1,6984,56,"Shanee et al 2013","Richness",-76.75611111,-7.229444444,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4320,1215,"area",1,0,5057.58256707619,5,1251
-1,7004,56,"Shanee et al 2013","Richness",-78.4125,-5.918888889,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4340,1373,"area",1,0,5502.39841136714,25,1252
-1,7000,56,"Shanee et al 2013","Richness",-77.98055556,-5.909722222,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4336,6,"area",0,90.5457388196019,5529.54465785469,21,1253
-1,7003,56,"Shanee et al 2013","Richness",-78.32972222,-6.216666667,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4339,1047,"area",1,0,6103.71509950248,24,1254
-1,6982,56,"Shanee et al 2013","Richness",-76.39333333,-9.258055556,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4318,594,"area",1,0,6743.92926163165,3,1255
-1,6988,56,"Shanee et al 2013","Richness",-76.95444444,-5.962222222,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4324,1199,"area",1,0,7311.26759426396,9,1256
-1,6999,56,"Shanee et al 2013","Richness",-77.91,-5.665555556,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4335,670,"area",1,0,8595.43080478412,20,1257
-1,6992,56,"Shanee et al 2013","Richness",-77.3875,-5.894444444,"Precise","Peru","Neotropics","Callitrichidae","Cebuella","Cebuella pygmaea","Cebuella_pygmaea","Trails",0,2009,0,NA,NA,NA,0.12,"D",0.663333333,"AR","Omnivore",4.17,1.034,NA,182.5,125,90.73,181.2,1.93,0.67,"Pair","Monogamy",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Cebuella pygmaea","Vulnerable",36,"a","Cebuella_pygmaea_a",4328,684,"area",1,0,8653.09380487344,13,1258
