"OID","N","N_study","Source","BASE","X","Y","Precise","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","ID_Todo","TRAITS","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","redlistCategory","species_number","Source_grp","Dataset","row_id","nearpatch_ID","metric","treecover","near_p_dist","patch_area","dataset_row_id","row_id_2"
-1,13616,19,"McShea et al. 2009","Ocurrencias",113.1320829,2.916444734,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2843,10,"area",0,42.4456240844961,0.0900815501961175,3,2362
-1,13631,19,"McShea et al. 2009","Ocurrencias",113.1128887,2.923397426,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,28,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2858,14,"area",0,84.8912481689916,0.0900815501961175,18,2363
-1,13678,19,"McShea et al. 2009","Ocurrencias",113.1986004,2.867461692,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,18,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2905,1,"area",0,218.502223338664,0.0900815501961175,65,2364
-1,13704,19,"McShea et al. 2009","Ocurrencias",113.5986049,3.123761105,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2931,1,"area",0,108.215532736733,0.0900815501961175,91,2365
-1,13713,19,"McShea et al. 2009","Ocurrencias",113.6010663,3.122941588,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,30,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2940,1,"area",0,90.0407658655231,0.0900815501961175,100,2366
-1,13751,19,"McShea et al. 2009","Ocurrencias",113.6246054,3.130772539,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,31,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2978,1,"area",0,30.0135886218413,0.0900815501961175,138,2367
-1,13762,19,"McShea et al. 2009","Ocurrencias",113.2085416,2.813760805,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,26,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2989,1,"area",0,42.4456240844961,0.0900815501961177,149,2368
-1,13664,19,"McShea et al. 2009","Ocurrencias",113.1771981,2.908438393,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,29,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2891,7,"area",0,30.0135886218413,0.180163100392235,51,2369
-1,13673,19,"McShea et al. 2009","Ocurrencias",113.2138482,2.894625429,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,21,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2900,659,"area",1,0,0.180163100392235,60,2370
-1,13755,19,"McShea et al. 2009","Ocurrencias",112.9883391,2.947712984,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,31,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2982,211,"area",0,30.0135886218413,0.180163100392235,142,2371
-1,13634,19,"McShea et al. 2009","Ocurrencias",113.1379186,2.916361279,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2861,6,"area",0,271.784604348392,0.180163100392235,21,2372
-1,13617,19,"McShea et al. 2009","Ocurrencias",113.123625,2.918431716,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2844,2,"area",0,192.180736756855,0.36032620078447,4,2373
-1,13701,19,"McShea et al. 2009","Ocurrencias",113.6147987,3.102518466,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2928,325,"area",1,0,0.36032620078447,88,2374
-1,13630,19,"McShea et al. 2009","Ocurrencias",113.1142885,2.926586218,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,19,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2857,819,"area",1,0,0.360326200784471,17,2375
-1,13641,19,"McShea et al. 2009","Ocurrencias",113.1122757,2.922575862,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,19,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2868,10,"area",0,67.1124244071547,0.360326200784471,28,2376
-1,13640,19,"McShea et al. 2009","Ocurrencias",113.1171511,2.923461682,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2867,7,"area",0,30.0135886218413,0.450407750980587,27,2377
-1,13627,19,"McShea et al. 2009","Ocurrencias",113.1363998,2.926327117,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2854,7,"area",0,94.9113008003324,0.450407750980588,14,2378
-1,13633,19,"McShea et al. 2009","Ocurrencias",113.1108252,2.921123014,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2860,8,"area",0,60.0271772436818,0.540489301176624,20,2379
-1,13663,19,"McShea et al. 2009","Ocurrencias",113.1752472,2.903903818,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,29,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2890,5,"area",0,402.674546442899,0.540489301176624,50,2380
-1,13666,19,"McShea et al. 2009","Ocurrencias",113.2075646,2.87205493,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,16,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2893,2,"area",0,153.039874055724,0.540489301176705,53,2381
-1,13785,19,"McShea et al. 2009","Ocurrencias",113.1924496,2.843344582,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,23,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3012,4,"area",0,67.1124244071547,0.540489301176705,172,2382
-1,13802,19,"McShea et al. 2009","Ocurrencias",113.1702822,2.773005676,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,29,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3029,7,"area",0,150.067943109206,0.540489301176705,189,2383
-1,13822,19,"McShea et al. 2009","Ocurrencias",113.6407753,3.111138573,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,26,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3049,1,"area",0,123.749196091695,0.540489301176705,209,2384
-1,13620,19,"McShea et al. 2009","Ocurrencias",113.1455283,2.917657626,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,29,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2847,5,"area",0,42.4456240844961,0.630570851372822,7,2385
-1,13706,19,"McShea et al. 2009","Ocurrencias",113.593591,3.132296174,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,29,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2933,1,"area",0,150.067943109216,0.630570851372824,93,2386
-1,13702,19,"McShea et al. 2009","Ocurrencias",113.6196391,3.100319332,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2929,1,"area",0,150.067943109206,0.72065240156894,89,2387
-1,13638,19,"McShea et al. 2009","Ocurrencias",113.1406625,2.931309443,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,33,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2865,10,"area",0,30.0135886218413,0.810733951765057,25,2388
-1,13629,19,"McShea et al. 2009","Ocurrencias",113.1249359,2.922154056,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2856,5,"area",0,60.0271772436818,0.900815501961175,16,2389
-1,13618,19,"McShea et al. 2009","Ocurrencias",113.1265686,2.915307036,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,21,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2845,3,"area",0,335.562122035757,0.900815501961177,5,2390
-1,13615,19,"McShea et al. 2009","Ocurrencias",113.1184906,2.918486655,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,30,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2842,5,"area",0,30.0135886218432,0.990897052157292,2,2391
-1,13668,19,"McShea et al. 2009","Ocurrencias",113.2182904,2.881002021,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2895,1,"area",0,42.4456240844961,1.26114170274564,55,2392
-1,13774,19,"McShea et al. 2009","Ocurrencias",113.2297781,2.804472027,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,25,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3001,10,"area",0,30.0135886218432,1.44130480313788,161,2393
-1,13823,19,"McShea et al. 2009","Ocurrencias",113.6450211,3.115664655,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3050,1,"area",0,150.067943109206,1.71154945372623,210,2394
-1,13786,19,"McShea et al. 2009","Ocurrencias",113.1993215,2.858935192,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,23,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3013,1,"area",0,67.1124244071523,1.89171255411847,173,2395
-1,13814,19,"McShea et al. 2009","Ocurrencias",113.642316,3.130429583,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3041,1,"area",0,42.4456240844961,1.89171255411847,201,2396
-1,13622,19,"McShea et al. 2009","Ocurrencias",113.1544883,2.919719766,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,20,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2849,13,"area",0,175.007791445622,2.70244650588312,9,2397
-1,13619,19,"McShea et al. 2009","Ocurrencias",113.1382769,2.915646373,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,28,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2846,9,"area",0,360.163063462093,2.88260960627576,6,2398
-1,13749,19,"McShea et al. 2009","Ocurrencias",113.620331,3.132843855,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,16,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2976,1,"area",0,169.782496337984,2.88260960627577,136,2399
-1,13636,19,"McShea et al. 2009","Ocurrencias",113.1490415,2.920977864,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2863,6,"area",0,30.0135886218432,2.97269115647188,23,2400
-1,13705,19,"McShea et al. 2009","Ocurrencias",113.5965461,3.12746266,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,29,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2932,1,"area",0,60.0271772436863,3.15285425686412,92,2401
-1,13676,19,"McShea et al. 2009","Ocurrencias",113.2149794,2.893764379,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,24,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2903,3,"area",0,90.040765865524,3.33301735725635,63,2402
-1,13621,19,"McShea et al. 2009","Ocurrencias",113.1425383,2.915213313,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,27,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2848,6,"area",0,247.498392183376,3.69334355804082,8,2403
-1,13680,19,"McShea et al. 2009","Ocurrencias",113.2186312,2.899027692,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,31,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2907,2,"area",0,42.4456240844961,3.69334355804082,67,2404
-1,13672,19,"McShea et al. 2009","Ocurrencias",113.2087618,2.891426078,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,26,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2899,4,"area",0,108.215532736736,4.41399595960976,59,2405
-1,13694,19,"McShea et al. 2009","Ocurrencias",113.6335862,3.086981367,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,31,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2921,368,"area",1,0,5.40489301176624,81,2406
-1,13632,19,"McShea et al. 2009","Ocurrencias",113.1217043,2.920342983,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,23,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2859,878,"area",1,0,5.40489301176705,19,2407
-1,13642,19,"McShea et al. 2009","Ocurrencias",113.1151895,2.917932365,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",1,2006,19,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2869,856,"area",1,0,5.76521921255152,29,2408
-1,13801,19,"McShea et al. 2009","Ocurrencias",113.1872899,2.781282413,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,32,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",3028,14,"area",0,42.4456240844961,6.48587161412046,188,2409
-1,13675,19,"McShea et al. 2009","Ocurrencias",113.228406,2.885800617,"Precise","Malaysia","Asia","Cercopithecidae","Macaca","Macaca nemestrina","Macaca_nemestrina","camera traps",0,2006,26,"day",NA,NA,8.89,"D",227.15,"T - BOTH","Frugivore",105.59,2.36,18.2,405.07,172,292.6,411.6,1.01,6.21,"Polygyndry","Polygyndry",NA,"Tropical_and_suptropical_moist_broadleaf_forest","Macaca nemestrina","Endangered",88,"b","Macaca_nemestrina_b",2902,1,"area",0,241.977287420684,6.66603471451269,62,2410
