OID,N,N_study,Source,BASE,X,Y,Precise,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Sample_met,Occurrence,Sample_yea,Sampling_e,Sampling_1,ID_Todo,TRAITS,BodyMass_k,DielActivi,HomeRange_,Locomotion,TrophicGui,Brain_size,Canine_Dim,MeanGroupS,Interbirth,Gestation,WeaningAge,MaxLongevi,LitterSz,AdultSexRa,Social_Sys,Mating_Sys,FOREST,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
-1,329,533,Aguiar et al. 2007,Richness,-53.28361111,-22.77666667,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,0,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2341,75,75,2,area,0,124.5059771,2.034603155,15,42
-1,327,533,Aguiar et al. 2007,Richness,-53.27861111,-22.70388889,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2339,75,75,1,area,0,376.1028612,5.231836685,13,43
-1,315,533,Aguiar et al. 2007,Richness,-53.07222222,-22.64305556,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2327,75,75,1,area,0,265.9448836,5.328722549,1,44
-1,323,533,Aguiar et al. 2007,Richness,-53.22583333,-22.73833333,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2335,75,75,1,area,0,31.12649427,13.37024931,9,45
-1,316,533,Aguiar et al. 2007,Richness,-53.07888889,-22.64916667,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2328,75,75,1,area,0,31.12649427,14.62976554,2,46
-1,326,533,Aguiar et al. 2007,Richness,-53.26638889,-22.73888889,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2338,75,75,1,area,0,295.2918524,15.59862419,12,47
-1,345,533,Aguiar et al. 2007,Richness,-53.39777778,-22.81083333,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2357,75,75,1,area,0,112.2281711,19.28028704,31,48
-1,317,533,Aguiar et al. 2007,Richness,-53.13472222,-22.65111111,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2329,75,75,1,area,0,62.25298853,19.76471637,3,49
-1,324,533,Aguiar et al. 2007,Richness,-53.25805556,-22.81194444,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2336,75,75,1,area,0,44.01951034,28.48444417,10,50
-1,321,533,Aguiar et al. 2007,Richness,-53.215,-22.79388889,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2333,75,75,51,area,1,0,34.00693845,7,51
-1,319,533,Aguiar et al. 2007,Richness,-53.20722222,-22.7375,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2331,75,75,1,area,0,132.058531,40.88583483,5,52
-1,335,533,Aguiar et al. 2007,Richness,-53.32694444,-22.78777778,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2347,75,75,295,area,1,0,43.40486731,21,53
-1,331,533,Aguiar et al. 2007,Richness,-53.30694444,-22.84361111,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,0,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2343,75,75,85,area,1,0,51.05885061,17,54
-1,325,533,Aguiar et al. 2007,Richness,-53.26361111,-22.75555556,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2337,75,75,1,area,0,31.12649427,58.80971977,11,55
-1,342,533,Aguiar et al. 2007,Richness,-53.35527778,-22.8,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2354,75,75,2,area,0,62.25298853,78.09000682,28,56
-1,344,533,Aguiar et al. 2007,Richness,-53.3825,-22.80055556,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2356,75,75,300,area,1,0,90.29762575,30,57
-1,337,533,Aguiar et al. 2007,Richness,-53.33472222,-22.86027778,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,0,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2349,75,75,40,area,1,0,117.8132113,23,58
-1,338,533,Aguiar et al. 2007,Richness,-53.33583333,-22.87861111,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,0,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2350,75,75,39,area,1,0,128.2768846,24,59
-1,333,533,Aguiar et al. 2007,Richness,-53.31388889,-22.78583333,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2345,75,75,210,area,1,0,182.0485395,19,60
-1,320,533,Aguiar et al. 2007,Richness,-53.21166667,-22.72583333,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2332,75,75,56,area,1,0,188.4430065,6,61
-1,339,533,Aguiar et al. 2007,Richness,-53.34222222,-22.79388889,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2351,75,75,138,area,0,31.12649427,217.7025376,25,62
-1,343,533,Aguiar et al. 2007,Richness,-53.37805556,-22.81888889,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2355,75,75,228,area,1,0,446.4500638,29,63
-1,328,533,Aguiar et al. 2007,Richness,-53.28305556,-22.75694444,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Line transects/boat trips,1,2006,0,"years, days",NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,a,Alouatta_caraya_a,2340,75,75,118,area,1,0,519.5020056,14,64
-1,239,59,"Gestich, 2016",Richness,-47.92260278,-21.91908889,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5655,75,75,101,area,1,0,10.04638349,13,65
-1,230,59,"Gestich, 2016",Richness,-47.78342222,-21.90458056,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5646,75,75,1,area,0,44.38332025,11.91776865,4,66
-1,238,59,"Gestich, 2016",Richness,-47.89529167,-21.96286389,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5654,75,75,120,area,1,0,14.77409337,12,67
-1,242,59,"Gestich, 2016",Richness,-47.99478333,-21.62144167,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5658,75,75,38,area,1,0,46.39065319,16,68
-1,227,59,"Gestich, 2016",Richness,-47.56750556,-21.81781389,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5643,75,75,124,area,1,0,64.80902293,1,69
-1,240,59,"Gestich, 2016",Richness,-47.92631944,-21.73179444,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5656,75,75,16,area,0,31.38374672,80.27257399,14,70
-1,237,59,"Gestich, 2016",Richness,-47.84073333,-21.63543611,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5653,75,75,147,area,1,0,84.704802,11,71
-1,233,59,"Gestich, 2016",Richness,-47.72764167,-22.00080278,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5649,75,75,84,area,1,0,85.59124761,7,72
-1,234,59,"Gestich, 2016",Richness,-47.77453056,-21.70749167,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5650,75,75,98,area,1,0,87.95510255,8,73
-1,228,59,"Gestich, 2016",Richness,-47.6527,-21.73751111,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5644,75,75,51,area,1,0,140.2553931,2,74
-1,229,59,"Gestich, 2016",Richness,-47.68424722,-21.79814722,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5645,75,75,61,area,1,0,210.1861017,3,75
-1,235,59,"Gestich, 2016",Richness,-47.82331667,-21.396725,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,1,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5651,75,75,46,area,1,0,215.2092935,9,76
-1,231,59,"Gestich, 2016",Richness,-47.85143889,-21.82875,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5647,75,75,193,area,1,0,260.3195252,5,77
-1,236,59,"Gestich, 2016",Richness,-47.83805278,-21.97695,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,1,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5652,75,75,102,area,1,0,288.1933147,10,78
-1,241,59,"Gestich, 2016",Richness,-47.93160833,-21.813775,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5657,75,75,94,area,1,0,360.6848662,15,79
-1,232,59,"Gestich, 2016",Richness,-47.59541389,-21.72734444,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Fragment sampling and playback,0,2013,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical_and_suptropical_moist_broadleaf_forest,Alouatta caraya,Near Threatened,3,c,Alouatta_caraya_c,5648,75,75,66,area,1,0,362.5562514,6,80
-1,222,2,Pyritz et al. 2010,Richness,-62.895966,-17.740141,Precise,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,"Line transect, acustics and opportunistically",0,2006,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2358,75,75,1,area,0,495.4068798,11.09597748,1,81
-1,226,2,Pyritz et al. 2010,Richness,-63.166785,-17.925957,Precise,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,"Line transect, acustics and opportunistically",0,2006,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2362,75,75,40,area,0,96.9709789,54.35148293,5,82
-1,223,2,Pyritz et al. 2010,Richness,-62.927585,-17.845909,Precise,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,"Line transect, acustics and opportunistically",0,2006,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2359,75,75,259,area,1,0,249.1893249,2,83
-1,224,2,Pyritz et al. 2010,Richness,-63.064902,-17.78048,Precise,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,Acustics,1,2006,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2360,75,75,74,area,1,0,266.3974933,3,84
-1,225,2,Pyritz et al. 2010,Richness,-63.147683,-17.92593,Precise,Bolivia,Neotropics,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya,"Line transect, acustics and opportunistically",0,2006,0,NA,NA,NA,5.38,D,6.9125,AR,Folivore_frugivore,52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,Polygyndry,Harem Polygyny,NA,Tropical and Subtropical Dry Broadleaf Forest,Alouatta caraya,Near Threatened,3,e,Alouatta_caraya_e,2361,75,75,235,area,1,0,447.506414,4,85
-1,761,548,Barbisan 2008 (thesis),Ocurrencias,-53.86063611,-29.77628056,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,1,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2200,75,75,4,area,0,32.33768233,0.627435419,13,86
-1,762,548,Barbisan 2008 (thesis),Ocurrencias,-53.86865833,-29.77307778,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,1,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2201,75,75,198,area,1,0,1.568588547,14,87
-1,760,548,Barbisan 2008 (thesis),Ocurrencias,-53.86974722,-29.75809722,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,1,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2199,75,75,213,area,1,0,2.823459385,12,88
-1,755,548,Barbisan 2008 (thesis),Ocurrencias,-53.87841389,-29.77815833,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,1,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2194,75,75,1,area,0,32.33768233,5.124055922,7,89
-1,759,548,Barbisan 2008 (thesis),Ocurrencias,-53.85162222,-29.74291111,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,1,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2198,75,75,189,area,1,0,9.829821564,11,90
-1,757,548,Barbisan 2008 (thesis),Ocurrencias,-53.83559444,-29.746025,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,0,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2196,75,75,169,area,1,0,11.0846924,9,91
-1,753,548,Barbisan 2008 (thesis),Ocurrencias,-53.88381389,-29.76112222,Precise,Brazil,Neotropics,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba,Direct sighting,1,2005,47,days,NA,NA,5.54,D,15.065,AR,Folivore_frugivore,51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,Polygyny,Harem Polygyny,NA,Tropical and Subtropical Grasslands Savannas and Shrublands,Alouatta guariba,Vulnerable,4,a,Alouatta_guariba_a,2192,75,75,215,area,1,0,18.50934486,5,92
