"Source","X","Y","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","species_number","Source_grp","Dataset"
"Lehouck et al. 2009",38.34016303,-3.477045944,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,8,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34001808,-3.478357687,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,4,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34053873,-3.480502242,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,12,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34107899,-3.480348818,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,9,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34106935,-3.48126258,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,1,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34158759,-3.480428364,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,7,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34103407,-3.480204031,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,8,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34110589,-3.480493592,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,1,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.3415289,-3.480535481,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,12,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34037694,-3.48014024,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,2,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33980986,-3.480022227,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",1,2004,6,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33859329,-3.42978384,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,9,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33596509,-3.429237551,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,13,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33799888,-3.430188923,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,5,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33835832,-3.431121036,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,16,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.3396947,-3.429109048,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",1,2004,7,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33771018,-3.431120586,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,12,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35937308,-3.419937403,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,5,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35935632,-3.419383487,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,10,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35915621,-3.418135096,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,16,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35898069,-3.419545607,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,5,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35898158,-3.418197566,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,1,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35916167,-3.418116262,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,6,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.35910778,-3.417935281,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,16,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34050427,-3.359658492,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,10,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.34060328,-3.359658559,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,9,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33906655,-3.355948151,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,5,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.33879423,-3.356709102,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,7,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.32909922,-3.399476499,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,13,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.32918015,-3.399594169,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,7,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Lehouck et al. 2009",38.32938668,-3.400336184,"Kenya","Africa","Cercopithecidae","Cercopithecus","Cercopithecus mitis","Cercopithecus_mitis","visual encounter survey",0,2004,3,"hour",4.89,"D",175,"AR","Frugivore",71.33,1.97,18.6,565.75,132,688.08,325.2,1,8.8,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Cercopithecus mitis",45,"e","Cercopithecus_mitis_e"
"Henschel 2008",12.20075,-1.2995,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.19613,-1.29862,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21424,-1.28862,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21,-1.27982,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21079,-1.28474,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21974,-1.28268,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21355,-1.26215,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21676,-1.24534,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.21113,-1.21915,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.19461,-1.21734,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.18208,-1.21246,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.1805,-1.22892,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.19404,-1.2498,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.19879,-1.27044,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.20587,-1.28919,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.5474,0.17799,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",1,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.54831,0.19205,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.57285,0.18027,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.58156,0.19433,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.59381,0.20761,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.59106,0.18321,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",1,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.61018,0.18281,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",1,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.59878,0.17148,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.55804,0.1678,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.57677,0.16342,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.59591,0.14688,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.61413,0.13686,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.61523,0.15762,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.53489,0.14288,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.57017,0.14051,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
"Henschel 2008",12.55824,0.14657,"Gabon","Africa","Hominidae","Gorilla","Gorilla gorilla","Gorilla_gorilla ","camera traps",0,2004,1,"day",122.5,"D",1295.833333,"BOTH","Folivore_frugivore",490.41,1.739,7.1,1430.8,256,920.35,648,1.05,2.44,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Gorilla gorilla ",65,"a","Gorilla_gorilla _a"
